path,line,kind,context
Bots/handlers/cashier_operator.py,1052,debt_check,LEFT JOIN payment_allocations pa ON pa.charge_id = c.id
Bots/handlers/cashier_operator.py,1065,debt_check,"item[""allocated_amount""] = float(item[""allocated_amount""] or 0)"
Bots/handlers/cashier_operator.py,1066,debt_check,"item[""outstanding_amount""] = max("
Bots/handlers/cashier_operator.py,1068,debt_check,"item[""charge_amount""] - item[""allocated_amount""],"
Bots/handlers/cashier_operator.py,1112,debt_check,"maximum = min(unallocated, float(charge[""outstanding_amount""]))"
Bots/handlers/cashier_operator.py,1116,debt_check,"f""(остаток платежа {money(unallocated)}, """
Bots/handlers/cashier_operator.py,1117,debt_check,"f""остаток начисления {money(charge['outstanding_amount'])})."""
Bots/handlers/cashier_operator.py,1122,debt_check,"""payment_allocations"","
Bots/handlers/cashier_operator.py,1127,debt_check,"""allocated_amount"": amount,"
Bots/handlers/cashier_operator.py,1154,debt_check,"table_name=""payment_allocations"","
Bots/handlers/cashier_operator.py,1455,debt_check,unallocated = receipt_unallocated_amount(receipt)
Bots/handlers/cashier_operator.py,1472,debt_check,"lines.append(f""Остаток неразнесённой оплаты: {money(unallocated)} грн."")"
Bots/handlers/cashier_operator.py,1511,debt_check,"f""Не разнесено: {money(receipt_unallocated_amount(receipt))} грн."","
Bots/handlers/cashier_operator.py,1530,debt_check,"f""остаток {money(item['outstanding_amount'])} грн."""
Bots/handlers/cashier_operator.py,1543,debt_check,"""остаток кассы не меняется."""
Bots/handlers/cashier_operator.py,1642,debt_check,"""Эта запись не является оплатой и не меняет остаток кассы.\n"""
Bots/handlers/cashier_operator.py,1768,debt_check,"f""{money(charge['outstanding_amount'])}"""
Bots/handlers/cashier_operator.py,1825,debt_check,"""Платёж и остаток кассы не изменятся."","
Bots/handlers/cashier_operator.py,2265,debt_check,"receipt_unallocated_amount(receipt),"
Bots/handlers/cashier_operator.py,2266,debt_check,"float(charge[""outstanding_amount""]),"
Bots/handlers/cashier_operator.py,2272,debt_check,"f""Квитанция: {money(receipt_unallocated_amount(receipt))} грн. не разнесено.\n"""
Bots/handlers/cashier_operator.py,2273,debt_check,"f""Начисление: {money(charge['outstanding_amount'])} грн. остаток.\n"""
Bots/handlers/cashier_operator.py,2300,debt_check,"f""Остаток квитанции: {money(result['remaining'])} грн."""
Bots/handlers/cashier_operator_v2.py,195,debt_check,"if charge and abs(float(state.get(""amount"") or 0) - float(charge[""outstanding_amount""])) < 0.00001"
Bots/handlers/cashier_operator_v2.py,219,debt_check,"if charge and abs(float(state.get(""amount"") or 0) - float(charge[""outstanding_amount""])) < 0.00001"
Bots/handlers/cashier_operator_v2.py,249,debt_check,"""Платёж и остаток кассы не изменятся."","
Bots/handlers/cashier_operator_v2.py,268,debt_check,"state[""amount""] = float(rows[0][""outstanding_amount""])"
Bots/handlers/cashier_operator_v2.py,393,debt_check,"if charge and abs(amount - float(charge[""outstanding_amount""])) < 0.00001:"
Bots/handlers/cashier_operator_v2.py,493,debt_check,"total = sum(float(overrides.get(text(item.get(""apartment_number"")), item[""outstanding_amount""])) for item in included)"
Bots/handlers/cashier_operator_v2.py,497,debt_check,"value = float(overrides.get(number, item[""outstanding_amount""]))"
Bots/handlers/cashier_operator_v2.py,555,debt_check,"""сумма каждой строки = точный остаток начисления."","
Bots/handlers/cashier_operator_v2.py,645,debt_check,"""Эти числа не равны долгу. Это рабочая очередь для оператора."","
Bots/handlers/cashier_operator_v2.py,912,debt_check,"f""Остаток кассы {state['cashbox_code']}: {money(result['cashbox_balance'])} грн."""
Bots/handlers/cashier_operator_v2.py,971,debt_check,"if amount > float(valid[number][""outstanding_amount""]) + 0.00001:"
Bots/handlers/cashier_operator_v2.py,973,debt_check,"f""Нельзя больше остатка {money(valid[number]['outstanding_amount'])} грн."""
Bots/handlers/client_portal.py,8,debt_check,"- парковочный счёт: начисления, оплаты, остаток — только чтение;"
Bots/handlers/client_portal.py,375,debt_check,"""due"": ""Outstanding on charges"","
Bots/handlers/client_portal.py,1032,debt_check,"""allocated_amount"" if ""allocated_amount"" in columns else None"
Bots/handlers/client_portal.py,1043,debt_check,"""outstanding_total"": 0.0,"
Bots/handlers/client_portal.py,1056,debt_check,"alloc_table = ""payment_allocations"" if table_exists(cur, ""payment_allocations"") else None"
Bots/handlers/client_portal.py,1084,debt_check,"allocation_select = ""0 AS allocated_amount"""
Bots/handlers/client_portal.py,1092,debt_check,"f'COALESCE(SUM(pa.""{amount_col}""), 0) AS allocated_amount'"
Bots/handlers/client_portal.py,1102,debt_check,FROM charges c
Bots/handlers/client_portal.py,1113,debt_check,"item[""allocated_amount""] = float(item[""allocated_amount""] or 0)"
Bots/handlers/client_portal.py,1114,debt_check,"item[""outstanding_amount""] = max(0.0, item[""amount""] - item[""allocated_amount""])"
Bots/handlers/client_portal.py,1118,debt_check,"result[""allocated_total""] = sum(x[""allocated_amount""] for x in result[""charges""])"
Bots/handlers/client_portal.py,1119,debt_check,"result[""outstanding_total""] = sum(x[""outstanding_amount""] for x in result[""charges""])"
Bots/handlers/client_portal.py,1147,debt_check,"pay_alloc_select = ""0 AS allocated_amount"""
Bots/handlers/client_portal.py,1155,debt_check,"f'COALESCE(SUM(pa2.""{amount_col}""), 0) AS allocated_amount'"
Bots/handlers/client_portal.py,1176,debt_check,"item[""allocated_amount""] = float(item[""allocated_amount""] or 0)"
Bots/handlers/client_portal.py,1177,debt_check,"item[""unallocated_amount""] = max("
Bots/handlers/client_portal.py,1178,debt_check,"0.0, item[""amount""] - item[""allocated_amount""]"
Bots/handlers/client_portal.py,1183,debt_check,"result[""unallocated_total""] = sum(x[""unallocated_amount""] for x in result[""payments""])"
Bots/handlers/client_portal.py,1229,debt_check,"f""{tr(lang, 'due')}: {money(billing['outstanding_total'])} грн"","
Bots/handlers/client_portal.py,1253,debt_check,"f""{tr(lang, 'due')}: {money(billing['outstanding_total'])} грн"","
Bots/handlers/client_portal.py,1278,debt_check,"f""{tr(lang, 'due').lower()}: {money(row['outstanding_amount'])} грн"""
Bots/handlers/client_portal.py,1310,remote_flow,"return table_exists(conn.cursor(), ""remote_requests"")"
Bots/handlers/client_portal.py,1323,remote_flow,def _remote_requests_for_account(account_id: int) -> list[dict]:
Bots/handlers/client_portal.py,1331,remote_flow,FROM remote_requests
Bots/handlers/client_portal.py,1353,remote_flow,INSERT INTO remote_requests (
Bots/handlers/client_portal.py,1386,remote_flow,"table_name=""remote_requests"","
Bots/handlers/client_portal.py,1412,remote_flow,FROM remote_requests r
Bots/handlers/client_portal.py,1434,remote_flow,FROM remote_requests r
Bots/handlers/client_portal.py,1458,remote_flow,FROM remote_requests WHERE id = ?
Bots/handlers/client_portal.py,1470,remote_flow,UPDATE remote_requests
Bots/handlers/client_portal.py,1498,remote_flow,"table_name=""remote_requests"","
Bots/handlers/client_portal.py,1517,remote_flow,"def _format_my_remote_requests(rows: list[dict], lang: str) -> str:"
Bots/handlers/client_portal.py,1678,remote_flow,"async def _show_my_remote_requests(update: Update, user_states: dict, user_id: int, lang: str) -> None:"
Bots/handlers/client_portal.py,1689,remote_flow,"_format_my_remote_requests(_remote_requests_for_account(int(data[""account""][""id""])), lang),"
Bots/handlers/client_portal.py,2108,remote_flow,"await _show_my_remote_requests(update, user_states, user_id, lang)"
Bots/handlers/client_portal_safe_linking.py,8,debt_check,"- парковочный счёт: начисления, оплаты, остаток — только чтение;"
Bots/handlers/client_portal_safe_linking.py,375,debt_check,"""due"": ""Outstanding on charges"","
Bots/handlers/client_portal_safe_linking.py,1032,debt_check,"""allocated_amount"" if ""allocated_amount"" in columns else None"
Bots/handlers/client_portal_safe_linking.py,1043,debt_check,"""outstanding_total"": 0.0,"
Bots/handlers/client_portal_safe_linking.py,1056,debt_check,"alloc_table = ""payment_allocations"" if table_exists(cur, ""payment_allocations"") else None"
Bots/handlers/client_portal_safe_linking.py,1084,debt_check,"allocation_select = ""0 AS allocated_amount"""
Bots/handlers/client_portal_safe_linking.py,1092,debt_check,"f'COALESCE(SUM(pa.""{amount_col}""), 0) AS allocated_amount'"
Bots/handlers/client_portal_safe_linking.py,1102,debt_check,FROM charges c
Bots/handlers/client_portal_safe_linking.py,1113,debt_check,"item[""allocated_amount""] = float(item[""allocated_amount""] or 0)"
Bots/handlers/client_portal_safe_linking.py,1114,debt_check,"item[""outstanding_amount""] = max(0.0, item[""amount""] - item[""allocated_amount""])"
Bots/handlers/client_portal_safe_linking.py,1118,debt_check,"result[""allocated_total""] = sum(x[""allocated_amount""] for x in result[""charges""])"
Bots/handlers/client_portal_safe_linking.py,1119,debt_check,"result[""outstanding_total""] = sum(x[""outstanding_amount""] for x in result[""charges""])"
Bots/handlers/client_portal_safe_linking.py,1147,debt_check,"pay_alloc_select = ""0 AS allocated_amount"""
Bots/handlers/client_portal_safe_linking.py,1155,debt_check,"f'COALESCE(SUM(pa2.""{amount_col}""), 0) AS allocated_amount'"
Bots/handlers/client_portal_safe_linking.py,1176,debt_check,"item[""allocated_amount""] = float(item[""allocated_amount""] or 0)"
Bots/handlers/client_portal_safe_linking.py,1177,debt_check,"item[""unallocated_amount""] = max("
Bots/handlers/client_portal_safe_linking.py,1178,debt_check,"0.0, item[""amount""] - item[""allocated_amount""]"
Bots/handlers/client_portal_safe_linking.py,1183,debt_check,"result[""unallocated_total""] = sum(x[""unallocated_amount""] for x in result[""payments""])"
Bots/handlers/client_portal_safe_linking.py,1229,debt_check,"f""{tr(lang, 'due')}: {money(billing['outstanding_total'])} грн"","
Bots/handlers/client_portal_safe_linking.py,1253,debt_check,"f""{tr(lang, 'due')}: {money(billing['outstanding_total'])} грн"","
Bots/handlers/client_portal_safe_linking.py,1278,debt_check,"f""{tr(lang, 'due').lower()}: {money(row['outstanding_amount'])} грн"""
Bots/handlers/client_portal_safe_linking.py,1310,remote_flow,"return table_exists(conn.cursor(), ""remote_requests"")"
Bots/handlers/client_portal_safe_linking.py,1323,remote_flow,def _remote_requests_for_account(account_id: int) -> list[dict]:
Bots/handlers/client_portal_safe_linking.py,1331,remote_flow,FROM remote_requests
Bots/handlers/client_portal_safe_linking.py,1353,remote_flow,INSERT INTO remote_requests (
Bots/handlers/client_portal_safe_linking.py,1386,remote_flow,"table_name=""remote_requests"","
Bots/handlers/client_portal_safe_linking.py,1412,remote_flow,FROM remote_requests r
Bots/handlers/client_portal_safe_linking.py,1434,remote_flow,FROM remote_requests r
Bots/handlers/client_portal_safe_linking.py,1458,remote_flow,FROM remote_requests WHERE id = ?
Bots/handlers/client_portal_safe_linking.py,1470,remote_flow,UPDATE remote_requests
Bots/handlers/client_portal_safe_linking.py,1498,remote_flow,"table_name=""remote_requests"","
Bots/handlers/client_portal_safe_linking.py,1517,remote_flow,"def _format_my_remote_requests(rows: list[dict], lang: str) -> str:"
Bots/handlers/client_portal_safe_linking.py,1678,remote_flow,"async def _show_my_remote_requests(update: Update, user_states: dict, user_id: int, lang: str) -> None:"
Bots/handlers/client_portal_safe_linking.py,1689,remote_flow,"_format_my_remote_requests(_remote_requests_for_account(int(data[""account""][""id""])), lang),"
Bots/handlers/client_portal_safe_linking.py,2108,remote_flow,"await _show_my_remote_requests(update, user_states, user_id, lang)"
Bots/handlers/client_portal_v2.py,330,debt_check,"f""{money(charge['outstanding_amount'])}"""
Bots/handlers/client_portal_v2.py,422,debt_check,"state[""amount""] = float(charge[""outstanding_amount""])"
Bots/handlers/client_portal_v2.py,584,debt_check,"state[""amount""] = float(charge[""outstanding_amount""])"
Bots/handlers/client_portal_v3.py,10,remote_flow,Сам процесс находится в service_orders_workspace.py и подключается
Bots/handlers/client_portal_v3.py,87,remote_flow,# service_orders_workspace. All other v2 behaviour remains unchanged.
Bots/handlers/commercial_contract_editor.py,261,debt_check,"c.reminder_days_before_due, c.warning_days_overdue,"
Bots/handlers/commercial_contract_editor.py,262,debt_check,"c.suspension_candidate_days_overdue, c.internal_note,"
Bots/handlers/commercial_contract_editor.py,306,debt_check,"SELECT outstanding_amount, access_blocking_outstanding_amount,"
Bots/handlers/commercial_contract_editor.py,308,debt_check,FROM v_commercial_contract_debt_summary
Bots/handlers/commercial_contract_editor.py,311,debt_check,debt = cur.fetchone()
Bots/handlers/commercial_contract_editor.py,312,debt_check,"result[""debt""] = float(debt[0] or 0) if debt else 0.0"
Bots/handlers/commercial_contract_editor.py,313,debt_check,"result[""blocking_debt""] = float(debt[1] or 0) if debt else 0.0"
Bots/handlers/commercial_contract_editor.py,314,debt_check,"result[""first_due""] = debt[2] if debt else None"
Bots/handlers/commercial_contract_editor.py,316,debt_check,"result[""debt""] = result[""blocking_debt""] = 0.0"
Bots/handlers/commercial_contract_editor.py,428,debt_check,"reminder_days_before_due, warning_days_overdue,"
Bots/handlers/commercial_contract_editor.py,429,debt_check,"suspension_candidate_days_overdue, internal_note,"
Bots/handlers/commercial_contract_editor.py,458,debt_check,"""reminder_days_before_due"", ""warning_days_overdue"","
Bots/handlers/commercial_contract_editor.py,459,debt_check,"""suspension_candidate_days_overdue"", ""internal_note"","
Bots/handlers/commercial_contract_editor.py,545,debt_check,"currency, blocks_phone_access_on_debt, is_active,"
Bots/handlers/commercial_contract_editor.py,557,debt_check,"field_name=""item_name,calculation_mode,blocks_phone_access_on_debt"","
Bots/handlers/commercial_contract_editor.py,570,debt_check,"allowed = {""item_name"", ""fixed_amount"", ""rate_amount"", ""quantity_default"", ""blocks_phone_access_on_debt"", ""is_active""}"
Bots/handlers/commercial_contract_editor.py,683,remote_write,INSERT INTO commercial_access_phones (
Bots/handlers/commercial_contract_editor.py,724,remote_write,"cur.execute(""UPDATE commercial_access_phones SET status=?, status_changed_at=?, updated_at=? WHERE id=?"", (value, now_db(), now_db(), int(phone_id)))"
Bots/handlers/commercial_contract_editor.py,726,remote_write,"cur.execute(""UPDATE commercial_access_phones SET access_purpose=?, updated_at=? WHERE id=?"", (value, now_db(), int(phone_id)))"
Bots/handlers/commercial_contract_editor.py,789,debt_check,"f""Предупреждение через: {contract.get('warning_days_overdue')} дн."","
Bots/handlers/commercial_contract_editor.py,790,debt_check,"f""Кандидат на отключение через: {contract.get('suspension_candidate_days_overdue')} дн."","
Bots/handlers/commercial_contract_editor.py,796,debt_check,"f""Долг: {float(contract.get('debt') or 0):g} грн."","
Bots/handlers/commercial_contract_editor.py,797,debt_check,"f""Блокирующий доступ долг: {float(contract.get('blocking_debt') or 0):g} грн."","
Bots/handlers/commercial_contract_editor.py,811,debt_check,"lines.append(f""{i}. {mark} {item.get('item_name') or 'без названия'}\n   {label_mode(item.get('calculation_mode'))}\n   {item_amount(item)}\n   Блокирует доступ при долге: {'Да' if int(item.get('blocks_phone_access_on_debt') or 0) else 'Нет'}"")"
Bots/handlers/commercial_contract_editor.py,822,debt_check,"f""Блокирует доступ: {'Да' if int(item.get('blocks_phone_access_on_debt') or 0) else 'Нет'}"","
Bots/handlers/commercial_contract_editor.py,860,debt_check,"status = {""ACTIVE"": ""✅ активно"", ""WARNING"": ""⚠️ предупреждение"", ""SUSPENSION_CANDIDATE"": ""🟠 кандидат"", ""SUSPENDED_DEBT"": ""⛔ отключено вручную"", ""MANUAL_BLOCK"": ""🔒 ручная блокировка"", ""CLOSED"": ""⚪ закрыто""}"
Bots/handlers/commercial_contract_editor.py,949,debt_check,"rows = [[""✏️ Наименование"", ""✏️ Сумма/ставка""], [""✏️ Количество"", ""🛡️ Доступ при долге""]]"
Bots/handlers/commercial_contract_editor.py,1239,debt_check,"""⚠️ Предупреждение через"": (""warning_days_overdue"", 0, 365, ""Срок предупреждения""),"
Bots/handlers/commercial_contract_editor.py,1240,debt_check,"""⛔ Кандидат на отключение"": (""suspension_candidate_days_overdue"", 0, 365, ""Срок кандидата""),"
Bots/handlers/commercial_contract_editor.py,1257,debt_check,"elif field in {""payment_due_day"", ""grace_days"", ""reminder_days_before_due"", ""warning_days_overdue"", ""suspension_candidate_days_overdue""}:"
Bots/handlers/commercial_contract_editor.py,1307,debt_check,"await update.message.reply_text(""Блокировать телефонный доступ при долге по этому условию?"", reply_markup=kb(BLOCK_MENU))"
Bots/handlers/commercial_contract_editor.py,1325,debt_check,"await update.message.reply_text(f""Количество взято из площади помещения: {area:g} м².\n\nБлокировать доступ при долге?"", reply_markup=kb(BLOCK_MENU))"
Bots/handlers/commercial_contract_editor.py,1332,debt_check,"await update.message.reply_text(""Блокировать телефонный доступ при долге по этому условию?"", reply_markup=kb(BLOCK_MENU))"
Bots/handlers/commercial_contract_editor.py,1345,debt_check,"await update.message.reply_text(""Блокировать доступ при долге по этому условию?"", reply_markup=kb(BLOCK_MENU))"
Bots/handlers/commercial_contract_editor.py,1395,debt_check,"if value == ""🛡️ Доступ при долге"":"
Bots/handlers/commercial_contract_editor.py,1439,debt_check,"update_item(item_id, ""blocks_phone_access_on_debt"", blocks, user_id)"
Bots/handlers/guard_workspace.py,65,remote_flow,"[""📥 Пульт принят"", ""📤 Пульт выдан""],"
Bots/handlers/guard_workspace.py,492,debt_check,"f""Остаток O: {money(result['cashbox_balance'])} грн.\n"""
Bots/handlers/guard_workspace.py,506,remote_flow,"if not table_exists(cur, ""remote_requests""):"
Bots/handlers/guard_workspace.py,512,remote_flow,FROM remote_requests
Bots/handlers/guard_workspace.py,538,remote_write,INSERT INTO remote_handover_events (
Bots/handlers/guard_workspace.py,572,remote_flow,"""📥 Пульт принят на пост O\n\n"""
Bots/handlers/guard_workspace.py,639,remote_flow,"f""Пульт принят на пост O: кв.{state['unit'].get('apartment_number')}, """
Bots/handlers/guard_workspace.py,652,remote_flow,"f""✅ Пульт принят на пост O.\nСобытие: #{event_id}\n"""
Bots/handlers/guard_workspace.py,653,debt_check,"""Это физическая отметка; складской остаток будет вести отдельный модуль."""
Bots/handlers/guard_workspace.py,660,remote_flow,"user_id, ""remote_requests"", ""VIEW"","
Bots/handlers/guard_workspace.py,693,remote_flow,"cur.execute(""SELECT * FROM remote_requests WHERE id = ?"", (int(request_id),))"
Bots/handlers/guard_workspace.py,721,remote_flow,"[""✅ Пульт выдан""],"
Bots/handlers/guard_workspace.py,730,remote_flow,"user_id, ""remote_requests"", ""ISSUE"","
Bots/handlers/guard_workspace.py,746,remote_flow,"""SELECT * FROM remote_requests WHERE id = ?"","
Bots/handlers/guard_workspace.py,765,remote_flow,"rcols = table_columns(cur, ""remote_requests"")"
Bots/handlers/guard_workspace.py,777,remote_flow,"f""UPDATE remote_requests SET {assignments} WHERE id = ?"","
Bots/handlers/guard_workspace.py,785,remote_flow,"resource=""remote_requests"","
Bots/handlers/guard_workspace.py,789,remote_flow,"target_table=""remote_requests"","
Bots/handlers/guard_workspace.py,792,remote_flow,"f""Пульт выдан с поста O. Event={event_id}; """
Bots/handlers/guard_workspace.py,805,remote_flow,"f""✅ Пульт выдан.\nЗаявка #{request_id} закрыта как ISSUED.\n"""
Bots/handlers/guard_workspace.py,955,remote_flow,"if message_text == ""📥 Пульт принят"":"
Bots/handlers/guard_workspace.py,958,remote_flow,"if message_text == ""📤 Пульт выдан"":"
Bots/handlers/guard_workspace.py,1126,remote_flow,"if message_text == ""✅ Пульт выдан"":"
Bots/handlers/profile_parking_time_test_workspace.py,24,remote_flow,"from service_orders_core import get_conn, text"
Bots/handlers/profile_verification_workspace.py,27,remote_flow,"from service_orders_core import get_conn, text"
Bots/handlers/service_orders_workspace.py,37,remote_flow,from service_orders_core import (
Bots/handlers/service_orders_workspace.py,39,remote_write,"create_remote_asset,"
Bots/handlers/service_orders_workspace.py,42,remote_write,"record_remote_movement,"
Bots/handlers/service_orders_workspace.py,51,remote_flow,"NEW_REMOTE_PROFILE,"
Bots/handlers/service_orders_workspace.py,52,remote_flow,"attach_payment_notice_to_interest,"
Bots/handlers/service_orders_workspace.py,53,remote_flow,"create_service_interest,"
Bots/handlers/service_orders_workspace.py,58,remote_flow,"issue_new_remotes_from_batch,"
Bots/handlers/service_orders_workspace.py,65,debt_check,"unpaid_interest_totals,"
Bots/handlers/service_orders_workspace.py,78,remote_flow,"MODULE = ""service_orders_ui"""
Bots/handlers/service_orders_workspace.py,93,remote_flow,"""new_remote"": ""🆕 Получить новые пульты"","
Bots/handlers/service_orders_workspace.py,132,remote_flow,"""issue_new"": ""📤 Выдать новые пульты жильцу"","
Bots/handlers/service_orders_workspace.py,149,remote_flow,"""ready_for_issue"": ""Готов к выдаче"","
Bots/handlers/service_orders_workspace.py,158,remote_flow,"""new_remote"": ""🆕 Отримати нові пульти"","
Bots/handlers/service_orders_workspace.py,197,remote_flow,"""issue_new"": ""📤 Видати нові пульти мешканцю"","
Bots/handlers/service_orders_workspace.py,214,remote_flow,"""ready_for_issue"": ""Готово до видачі"","
Bots/handlers/service_orders_workspace.py,220,remote_flow,"""new_remote"": ""🆕 Get new remotes"","
Bots/handlers/service_orders_workspace.py,256,remote_flow,"""issue_new"": ""📤 Issue new remotes"","
Bots/handlers/service_orders_workspace.py,273,remote_flow,"""ready_for_issue"": ""Ready for issue"","
Bots/handlers/service_orders_workspace.py,278,remote_flow,"""REMOTE_REPROGRAM_OWN"": ""reprogram"","
Bots/handlers/service_orders_workspace.py,279,remote_flow,"NEW_REMOTE_PROFILE: ""new_remote"","
Bots/handlers/service_orders_workspace.py,280,remote_flow,"""REMOTE_REFURBISHED_FROM_STOCK"": ""refurbished"","
Bots/handlers/service_orders_workspace.py,281,remote_flow,"""PHONE_ACCESS_CONNECT"": ""phone"","
Bots/handlers/service_orders_workspace.py,291,remote_flow,"""READY_FOR_ISSUE"": ""📤 Готово до видачі"","
Bots/handlers/service_orders_workspace.py,308,debt_check,"""debt_note"": ("
Bots/handlers/service_orders_workspace.py,309,debt_check,"""При подтверждённой задолженности действует предупреждение; """
Bots/handlers/service_orders_workspace.py,312,debt_check,"""debt_mode"": ""Проверка парковочной задолженности: требуется подтверждение оператора."","
Bots/handlers/service_orders_workspace.py,329,debt_check,"""debt_note"": ("
Bots/handlers/service_orders_workspace.py,330,debt_check,"""За підтвердженої заборгованості надсилається попередження; """
Bots/handlers/service_orders_workspace.py,333,debt_check,"""debt_mode"": ""Перевірка заборгованості за паркування: потрібне підтвердження оператора."","
Bots/handlers/service_orders_workspace.py,350,debt_check,"""debt_note"": ("
Bots/handlers/service_orders_workspace.py,351,debt_check,"""A confirmed arrears case triggers a warning; after the configured """
Bots/handlers/service_orders_workspace.py,354,debt_check,"""debt_mode"": ""Parking-debt check: operator confirmation is required."","
Bots/handlers/service_orders_workspace.py,492,remote_flow,"exact_profile = 1 if profile == ""PHONE_ACCESS_CONNECT"" else 0"
Bots/handlers/service_orders_workspace.py,515,remote_flow,"""service_orders"","
Bots/handlers/service_orders_workspace.py,582,remote_flow,from service_orders_core import effective_price
Bots/handlers/service_orders_workspace.py,627,remote_flow,"""REMOTE_REPROGRAM_OWN"","
Bots/handlers/service_orders_workspace.py,628,remote_flow,"NEW_REMOTE_PROFILE,"
Bots/handlers/service_orders_workspace.py,629,remote_flow,"""REMOTE_REFURBISHED_FROM_STOCK"","
Bots/handlers/service_orders_workspace.py,694,debt_check,"f""Сума: {money(order.get('amount_due_snapshot'))} {order.get('currency') or 'UAH'}"","
Bots/handlers/service_orders_workspace.py,729,debt_check,"f""Сума: {money(interest.get('amount_due_snapshot'))} {interest.get('currency') or 'UAH'}"","
Bots/handlers/service_orders_workspace.py,791,debt_check,"""SUSPENDED_FOR_DEBT"": ""⚠️"","
Bots/handlers/service_orders_workspace.py,792,debt_check,"""DEACTIVATED_FOR_DEBT"": ""⛔"","
Bots/handlers/service_orders_workspace.py,946,debt_check,"phone_tr(lang, 'debt_mode'),"
Bots/handlers/service_orders_workspace.py,947,debt_check,"phone_tr(lang, 'debt_note'),"
Bots/handlers/service_orders_workspace.py,987,debt_check,"parking_debt_check_mode=text(gate.get(""parking_debt_check_mode"")) or ""MANUAL_REVIEW"","
Bots/handlers/service_orders_workspace.py,988,debt_check,"parking_debt_check_note=text(gate.get(""parking_debt_check_note"")),"
Bots/handlers/service_orders_workspace.py,990,remote_flow,return create_service_interest(
Bots/handlers/service_orders_workspace.py,1013,debt_check,"amount=float(interest.get(""amount_due_snapshot"") or 0),"
Bots/handlers/service_orders_workspace.py,1047,remote_flow,FROM service_orders
Bots/handlers/service_orders_workspace.py,1123,remote_flow,"elif text(offer.get(""workflow_profile_code"")) == NEW_REMOTE_PROFILE:"
Bots/handlers/service_orders_workspace.py,1231,remote_flow,"attach_payment_notice_to_interest(int(interest[""id""]), notice)"
Bots/handlers/service_orders_workspace.py,1284,remote_flow,FROM service_orders o
Bots/handlers/service_orders_workspace.py,1306,remote_flow,"resource = ""service_order_steps"" if action == ""CONFIRM"" else ""service_orders"""
Bots/handlers/service_orders_workspace.py,1384,remote_flow,"""REMOTE_BATCH_ISSUED"": ""issue_new"","
Bots/handlers/service_orders_workspace.py,1392,remote_flow,"""issue_new"": tr(lang, ""issue_new""),"
Bots/handlers/service_orders_workspace.py,1399,remote_flow,"elif code == ""SUPPLIER_BATCH_RECEIVED"":"
