path,size_kb,category,reason
RETIRE_legacy_new_remote_test_orders_sandbox.py,4.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
run_bot_guard_sandbox.py,7.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
run_bot_guard_sandbox_v2.py,7.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
run_bot_guard_sandbox_v2.py,7.4,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: run_bot_guard_sandbox.py"
run_bot_guard_sandbox_v3.py,7.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
run_bot_guard_sandbox_v3.py,7.4,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v3), и рядом существует файл без суффикса: run_bot_guard_sandbox.py"
run_bot_live_services_sandbox_v1.py,33.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
run_bot_live_service_sandbox_v4.py,8.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
run_bot_sandbox_v2.py,9.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_CHECK_guard_sandbox_service_orders.bat,0.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_CHECK_guard_sandbox_service_orders_v2.bat,0.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_CHECK_guard_sandbox_service_orders_v2.bat,0.8,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: RUN_CHECK_guard_sandbox_service_orders.bat"
RUN_CHECK_phone_barrier_access_operational_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_CHECK_phone_barrier_access_sandbox_schema.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_CHECK_profile_parking_time_test_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_CHECK_profile_verification_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_FIX_live_services_sandbox_payment_schema.bat,1.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_MIGRATE_phone_barrier_access_operational_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_MIGRATE_phone_barrier_access_sandbox.bat,0.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_MIGRATE_profile_parking_time_test_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_MIGRATE_profile_verification_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_MIGRATE_simplified_services_sandbox.bat,0.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
RUN_RETIRE_legacy_new_remote_test_orders_sandbox.bat,0.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
service_orders_core_before_safe_payment_policy_2026-06-26_20-50-39.py,33.0,HIGH:timestamped_name,штамп времени в пути: 2026-06-26_20-50-39
service_orders_core_before_safe_payment_policy_2026-06-26_20-50-39.py,33.0,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Start_OSBB_Guard_Sandbox_Bot_v2.bat,1.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Start_OSBB_Live_Services_Sandbox_Bot_v1.bat,1.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Start_OSBB_Live_Service_Sandbox_Bot.bat,1.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Start_OSBB_Live_Service_Sandbox_Bot_before_service_ui_2026-06-26_20-50-39.bat,1.1,HIGH:timestamped_name,штамп времени в пути: 2026-06-26_20-50-39
Start_OSBB_Live_Service_Sandbox_Bot_before_service_ui_2026-06-26_20-50-39.bat,1.1,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Start_OSBB_Live_Service_Sandbox_Bot_before_service_ui_2026-06-26_20-50-39.bat,1.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
STOP_old_guard_sandbox_bots.bat,0.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\db_access - Copy.py,124.1,HIGH:manual_copy,похоже на ручную копию (' - Copy' / '_copy')
Bots\parking_bot_before_cashier_editor_2026-06-25_14-45-08.py,44.8,HIGH:timestamped_name,штамп времени в пути: 2026-06-25_14-45-08
Bots\parking_bot_before_cashier_editor_2026-06-25_14-45-08.py,44.8,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Bots\parking_bot_before_cashier_v2_2026-07-04_12-30-27.py,47.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_12-30-27
Bots\parking_bot_before_cashier_v2_2026-07-04_12-30-27.py,47.1,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Bots\parking_bot_before_client_portal_2026-06-25_10-25-49.py,42.0,HIGH:timestamped_name,штамп времени в пути: 2026-06-25_10-25-49
Bots\parking_bot_before_client_portal_2026-06-25_10-25-49.py,42.0,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Bots\parking_bot_before_core_new.py,52.5,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Bots\parking_bot_before_guard_workspace_2026-07-04_13-01-19.py,47.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_13-01-19
Bots\parking_bot_before_guard_workspace_2026-07-04_13-01-19.py,47.1,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Bots\parking_bot_before_language_gate_fix_2026-06-25_10-45-39.py,44.7,HIGH:timestamped_name,штамп времени в пути: 2026-06-25_10-45-39
Bots\parking_bot_before_language_gate_fix_2026-06-25_10-45-39.py,44.7,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Bots\parking_bot_before_launch_queues_menu_2026-06-25_12-21-29.py,44.7,HIGH:timestamped_name,штамп времени в пути: 2026-06-25_12-21-29
Bots\parking_bot_before_launch_queues_menu_2026-06-25_12-21-29.py,44.7,HIGH:before_prefix,содержит 'before_' (снимок до правки)
Bots\sandbox_bot.py,15.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\Start_OSBB_Guard_Sandbox_Bot.bat,1.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\Start_OSBB_Guard_Sandbox_Bot_v2.bat,1.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\Start_OSBB_Guard_Sandbox_Bot_v2.bat,1.2,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: Start_OSBB_Guard_Sandbox_Bot.bat"
Bots\Start_Sandbox_Bot.bat,1.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
cashier_route_repair_payload\run_bot_live_services_sandbox_v1.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Data\24А ПОЛНЫЙ СПИСОК Сервис Житлобуд1 - Copy.xlsx,24.1,REVIEW:config_referenced,"путь явно упомянут в config.py (paths.*) — похоже на мусор по имени, но это активный файл проекта; исходное правило: HIGH:manual_copy (похоже на ручную копию (' - Copy' / '_copy'))"
Data\check_passport_columns.py,1.6,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Docs\Project_Log.md,2.6,REVIEW:duplicate_doc_name,"файл с именем 'Project_Log.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
Docs\ROADMAP.md,4.3,REVIEW:duplicate_doc_name,"файл с именем 'ROADMAP.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
KNOWLEDGE\Development_Conventions.md,1.2,REVIEW:duplicate_doc_name,"файл с именем 'Development_Conventions.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
parking_time_test_payload\run_bot_live_services_sandbox_v1.py,33.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
profile_button_early_route_payload\run_bot_live_services_sandbox_v1.py,30.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
profile_verification_payload\run_bot_live_services_sandbox_v1.py,29.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\ADMIN_ACCESS_GRANT_2026-07-04_17-57-37.md,1.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_17-57-37
Recovered\ADMIN_ACCESS_GRANT_2026-07-04_17-57-37.md,1.1,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_16-15-53.diff,4.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_16-15-53
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_16-15-53.md,0.9,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_16-15-53
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_16-15-53.md,0.9,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_16-15-53.patched.py,50.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_16-15-53
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_16-58-31.diff,4.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_16-58-31
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_16-58-31.md,1.0,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_16-58-31
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_16-58-31.md,1.0,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_16-58-31.patched.py,50.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_16-58-31
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_17-00-26.diff,4.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_17-00-26
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_17-00-26.md,1.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_17-00-26
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_17-00-26.md,1.1,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\parking_bot_service_orders_ui_v2_2026-07-04_17-00-26.patched.py,50.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-04_17-00-26
Recovered\parking_bot_user_onboarding_admin_ui_2026-07-06_11-27-50.patched.py,52.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-06_11-27-50
Recovered\parking_bot_user_onboarding_admin_ui_2026-07-06_11-30-34.patched.py,52.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-06_11-30-34
Recovered\parking_bot_user_onboarding_admin_ui_v2_2026-07-06_12-29-20.patched.py,52.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-06_12-29-20
Recovered\parking_bot_user_onboarding_admin_ui_v2_2026-07-06_12-29-51.patched.py,52.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-06_12-29-51
Recovered\parking_bot_user_onboarding_import_fix_v3_2026-07-06_12-54-28.patched.py,52.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-06_12-54-28
Recovered\parking_bot_user_onboarding_import_fix_v3_2026-07-06_12-55-02.patched.py,52.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-06_12-55-02
Recovered\PARKING_OPERATOR_TASK_CANDIDATES_2026-07-05_19-16-03.xlsx,4.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-05_19-16-03
Recovered\PARKING_PAYMENTS_REPORT_2026-07-05_12-26-25.xlsx,17.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-05_12-26-25
Recovered\PARKING_PAYMENTS_REPORT_2026-07-05_13-31-19.xlsx,18.0,HIGH:timestamped_name,штамп времени в пути: 2026-07-05_13-31-19
Recovered\PARKING_REGISTRY_AUDIT_2026-07-05_14-51-06.xlsx,4.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-05_14-51-06
Recovered\PARKING_REGISTRY_REPORT_2026-07-05_14-50-49.xlsx,22.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-05_14-50-49
Recovered\PARKING_REGISTRY_REPORT_2026-07-05_15-34-01.xlsx,22.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-05_15-34-01
Recovered\PROMOTE_PEAK_SERVICE_ORDERS_WORKSPACE_2026-07-03_21-39-41.md,1.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-03_21-39-41
Recovered\PROMOTE_PEAK_SERVICE_ORDERS_WORKSPACE_2026-07-03_21-39-41.md,1.8,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\PROMOTE_PEAK_SERVICE_ORDERS_WORKSPACE_2026-07-03_21-39-41.patch,16.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-03_21-39-41
Recovered\RESTORE_RELEASE_TREE_2026-07-03_13-55-38.md,1.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-03_13-55-38
Recovered\RESTORE_RELEASE_TREE_2026-07-03_13-55-38.md,1.7,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\RESTORE_ZIP_NAMED_SKELETONS_2026-07-03_10-22-01.md,20.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-03_10-22-01
Recovered\RESTORE_ZIP_NAMED_SKELETONS_2026-07-03_10-22-01.md,20.5,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\ROUTE_WIRING_SEARCH_2026-07-03_22-05-21.txt,16.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-03_22-05-21
Recovered\SERVICE_ORDERS_WORKSPACE_RANKING_2026-07-03_21-15-47.md,27.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-03_21-15-47
Recovered\SERVICE_ORDERS_WORKSPACE_RANKING_2026-07-03_21-15-47.md,27.5,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\TRACE_LAUNCH_CHAIN_2026-07-03_22-44-37.md,393.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-03_22-44-37
Recovered\TRACE_LAUNCH_CHAIN_2026-07-03_22-44-37.md,393.1,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered_Releases\RELEASE_CATALOG.md,3.2,HIGH:recovered_report,разовый восстановительный/следственный отчёт
tools\cashier_unpaid_preview_v2.py,9.7,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: cashier_unpaid_preview.py"
tools\cashier_unpaid_preview_v3.py,22.8,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v3), и рядом существует файл без суффикса: cashier_unpaid_preview.py"
tools\check_service_policy_v1.py,11.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
tools\db_inspector_v3.py,12.5,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v3), и рядом существует файл без суффикса: db_inspector.py"
tools\dump_service_codes_live_sandbox.py,3.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\harvest_lost_features_from_sandboxes.py,17.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\project_passport_v2.py,19.6,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: project_passport.py"
tools\promote_sandbox_to_training_db.py,6.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\sandbox_switch_admin_apartment.py,11.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\cashier_v2_telegram\cashier_v2_ui - Copy.py,34.0,HIGH:manual_copy,похоже на ручную копию (' - Copy' / '_copy')
tools\cashier_v2_telegram_p\cashier_card.py,2.9,HIGH:confirmed_duplicate,"подтверждено пользователем как дубль, см. EXPLICIT_DUPLICATE_DIRS"
tools\cashier_v2_telegram_p\cashier_search.py,15.1,HIGH:confirmed_duplicate,"подтверждено пользователем как дубль, см. EXPLICIT_DUPLICATE_DIRS"
tools\cashier_v2_telegram_p\cashier_v2_ui.py,27.3,HIGH:confirmed_duplicate,"подтверждено пользователем как дубль, см. EXPLICIT_DUPLICATE_DIRS"
tools\cashier_v2_telegram_p\CHANGELOG.md,0.5,HIGH:confirmed_duplicate,"подтверждено пользователем как дубль, см. EXPLICIT_DUPLICATE_DIRS"
tools\cashier_v2_telegram_p\INSTALL.md,0.7,HIGH:confirmed_duplicate,"подтверждено пользователем как дубль, см. EXPLICIT_DUPLICATE_DIRS"
tools\cashier_v2_telegram_p\MODULE.md,0.3,HIGH:confirmed_duplicate,"подтверждено пользователем как дубль, см. EXPLICIT_DUPLICATE_DIRS"
tools\cashier_v2_telegram_p\__init__.py,0.0,HIGH:confirmed_duplicate,"подтверждено пользователем как дубль, см. EXPLICIT_DUPLICATE_DIRS"
tools\user_onboarding\ADMIN_UI_V2.md,0.3,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: ADMIN_UI.md"
tools\user_onboarding\patch_parking_bot_admin_ui_v2.py,4.4,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: patch_parking_bot_admin_ui.py"
Recovered_Releases\2026-06-26__OSBB_Live_Service_UI_v1\run_bot_live_service_sandbox_v4.py,8.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_cashier_route_fix\run_bot_live_services_sandbox_v1.py,24.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER.bat,0.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER.py,5.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\patch_parking_bot_service_orders_v1.py,3.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\README_LIVE_SERVICES_SANDBOX.txt,2.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\run_bot_live_services_sandbox_v1.py,19.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\Start_OSBB_Live_Services_Sandbox_Bot_v1.bat,1.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\STOP_old_guard_sandbox_bots.bat,0.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\CHECK_phone_barrier_access_sandbox_schema.py,3.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\CHECK_phone_barrier_access_sandbox_schema.py,3.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\MIGRATE_phone_barrier_access_sandbox.py,4.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\RUN_CHECK_phone_barrier_access_sandbox_schema.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\RUN_MIGRATE_phone_barrier_access_sandbox.bat,0.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\CHECK_phone_barrier_access_operational_sandbox.py,2.9,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\CHECK_phone_barrier_access_operational_sandbox.py,2.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\INSTALL_phone_barrier_access_v2.py,4.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\MIGRATE_phone_barrier_access_operational_sandbox.py,4.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\README_PHONE_BARRIER_ACCESS_V2.txt,7.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_CHECK_phone_barrier_access_operational_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_INSTALL_phone_barrier_access_v2.bat,0.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_MIGRATE_phone_barrier_access_operational_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\CHECK_profile_verification_terminology_v2.py,2.2,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\CHECK_profile_verification_terminology_v2.py,2.2,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\CHECK_profile_verification_sandbox.py,2.5,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\CHECK_profile_verification_sandbox.py,2.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
